Iteration,K-Value,Inertia,Silhouette
37,6,905.6124305454194,0.38589896250206907
37,7,777.9004125754525,0.4363188600521914
37,8,692.9477427075495,0.4532980941954826
37,9,629.8234901641097,0.47422856362868304
38,2,1708.8221797874244,0.356132974913929
38,3,1312.3923142214805,0.3516254093263327
38,4,1066.881607263741,0.3915484375464575
38,5,922.9416295307296,0.4047326233135321
38,6,787.1407997682364,0.42325597677779564
38,7,700.6160449808026,0.4515509945021195
38,8,634.4555648627105,0.4601807618162508
38,9,590.542734248805,0.47821934923014364
39,2,1787.4654737160063,0.34861669212140717
39,3,1390.2175207633125,0.34095770963248956
39,4,1163.6052772066403,0.3617805745781738
39,5,1034.9140044549013,0.37444241018037605
39,6,878.543893325438,0.41658368036737037
39,7,739.9660726927278,0.44606328877959933
39,8,662.5396187407025,0.4596243615611998
39,9,619.534733187782,0.4731648828535698
40,2,1882.4794385289777,0.3382786846336159
40,3,1489.244064165248,0.3227949372709305
40,4,1220.262550954542,0.3521937453073312
40,5,1073.0029548675166,0.3653408484887465
40,6,937.0313707797286,0.3874133444743666
40,7,804.9185454488604,0.431520655558077
40,8,737.9863965749155,0.4288304456938554
40,9,672.0729887499284,0.44975683602204536
41,2,1741.5518032786895,0.3526534018254108
41,3,1343.8385664395066,0.3452805857592484
41,4,1094.5893912020108,0.385111714512215
41,5,950.5084809570976,0.39618651818341066
41,6,817.5461778194322,0.41335418999045515
41,7,730.7040348614073,0.4386689804126869
41,8,661.9540074242136,0.46072954287250606
41,9,602.0789602605705,0.47335386651127515
42,2,1820.1774645962637,0.34719275849621073
42,3,1421.6197042607698,0.33879250323440974
42,4,1197.4112275397083,0.35956547962792595
42,5,1058.6953238198716,0.38851813969487203
42,6,909.2999881761305,0.40803775001371856
42,7,791.3127476360315,0.4346165373827333
42,8,693.5598883459759,0.4539813405651885
42,9,635.0596070244163,0.46749856412823254
43,2,2065.015477671731,0.3202984964335156
43,3,1664.8736879113662,0.3056822272756469
43,4,1384.1585559377277,0.3360514170647653
43,5,1240.772790610155,0.3460164460240508
43,6,1078.2564547669876,0.3805496763795263
43,7,971.7593624590905,0.4005301313889061
43,8,873.0479458784719,0.42740789840574284
43,9,793.8327195964641,0.4466716099698081
44,2,2143.588238910911,0.31377353655109874
44,3,1746.628300367538,0.2943313383806954
44,4,1474.6896154573278,0.31495330111540987
44,5,1312.8651749332953,0.34341939620759343
44,6,1212.4649711006305,0.34973513364162295
44,7,1057.6345495240735,0.382500592934523
44,8,938.1231685568554,0.41119319138467175
44,9,871.1445254612815,0.4266125274813137
45,2,2002.6620013089835,0.32618927472856146
45,3,1601.228539607733,0.3136158644654078
45,4,1352.7361185577495,0.3396727846193525
45,5,1172.6327888425021,0.3715232810932123
45,6,1045.796959358916,0.3806125732884984
45,7,924.7341686149589,0.4037292839481391
45,8,800.9936810772434,0.46326993965170266
45,9,727.3843570055242,0.47542758019849846
46,2,2267.81919652247,0.29902998561752153
46,3,1904.4587880998488,0.2292240347487258
46,4,1620.5996775313863,0.25959891913538063
46,5,1473.1293235747185,0.25683936491641196
46,6,1308.6225078866908,0.2866145510429746
46,7,1229.4631805547967,0.2762852347647943
46,8,1137.6004841217443,0.28677444115854905
46,9,1068.6453421239983,0.29750000291231055
47,2,1994.9206186304307,0.31966465399790206
47,3,1628.620182021883,0.28715748743647634
47,4,1378.6096501872262,0.28476475567671505
47,5,1204.901681190139,0.29620170475221386
47,6,1085.6408162011444,0.3034705258176065
47,7,1034.4392801195374,0.2931615942882531
47,8,922.2924189757978,0.3193112285802228
47,9,860.7516474209633,0.3377024412214745
48,2,2054.935629616287,0.3308556421230475
48,3,1681.76475318944,0.29674322761680294
48,4,1417.3787508612374,0.2969015422943621
48,5,1262.688871690063,0.31350908699826474
48,6,1167.0842536247592,0.29425807648625124
48,7,1057.4968444858785,0.32261047373958796
48,8,978.8670620175583,0.33533454755962633
48,9,899.9582898501121,0.34896028331491674
49,2,1887.670687868268,0.3345616840186546
49,3,1520.2705518543257,0.30762123256624363
49,4,1254.1930662657244,0.3134311187722433
49,5,1098.8692410293527,0.32950400027863613
49,6,975.6687668667888,0.33458072775886794
49,7,906.9312430007308,0.34174794570902023
49,8,823.9142294591002,0.36041956102447076
49,9,749.0469218530213,0.3934986120045785
50,2,1920.2912296977033,0.3337368146493695
50,3,1551.3749287845053,0.30700949270293726
50,4,1285.4548842970796,0.30976876877185366
50,5,1144.707956160255,0.31656769676544644
50,6,1006.3416878332655,0.3337967854470062
50,7,905.2861986635158,0.3544844461174918
50,8,853.3681333191165,0.3561383307126729
50,9,780.449702572835,0.36532870207472923
51,2,2243.7183894793716,0.3020603070605139
51,3,1876.6049002824054,0.2660923077381906
51,4,1607.3959579624043,0.26295805992924315
51,5,1408.375264651984,0.2977550756324348
51,6,1263.073531758175,0.3102920456715429
51,7,1152.679869883719,0.3451115647684212
51,8,1082.3300307237416,0.32324576165275104
51,9,988.2058917697738,0.35719930995203525
52,2,2102.939500786362,0.3155486946910087
52,3,1730.9707191422851,0.28598723625497324
52,4,1465.9546346009033,0.2943785428741519
52,5,1282.5799978990055,0.31386992442816364
52,6,1137.7877347459098,0.3246941237831731
52,7,1041.3387336494613,0.3452882806365919
52,8,956.3088961450109,0.37717605791181946
52,9,888.0433745800606,0.37147730859642747
53,2,2181.405643694239,0.3093464695240289
53,3,1809.0499863307136,0.2786256524260603
53,4,1571.8004235236667,0.2952281289100788
53,5,1363.4622577221598,0.2974902041118804
53,6,1211.4952056497277,0.3183351898268756
53,7,1096.4540403261008,0.3465944486471902
53,8,1000.9306897695196,0.36549658485889375
53,9,916.8675434872691,0.37460984005819115
54,2,1993.4797457031514,0.32008181845564226
54,3,1617.224095566831,0.2928199590429704
54,4,1392.928930334967,0.2800654293545115
54,5,1255.715904900031,0.2871492116467248
54,6,1154.3806153075936,0.28990323950059543
54,7,1044.4426157234407,0.3120740849595064
54,8,955.4801924386591,0.3314699745538927
54,9,895.0371196812599,0.3102892134349386
55,2,2051.9966017436527,0.3310627834253723
55,3,1667.1607191738217,0.3024464435079714
55,4,1471.7433462085373,0.2758277016412823
55,5,1306.0716329613865,0.3034772621186524
55,6,1142.91340432548,0.3290200612415602
55,7,1040.9144085810367,0.3474583617103459
55,8,968.6033010227706,0.37638341160492045
55,9,899.4424300813353,0.3771097129469928
56,2,1887.127003435462,0.33191174522172684
56,3,1553.8222470480537,0.2930820142083362
56,4,1280.2225678800353,0.3070720252217905
56,5,1149.9713407809315,0.3089209184743995
56,6,995.0541050545957,0.3414937812674128
56,7,912.2407034138001,0.3608349504345791
56,8,820.2149491789639,0.3803803868912263
56,9,793.6417854478348,0.3649793577405057
57,2,1920.155844814715,0.3340227155684228
57,3,1540.0273120512106,0.3105847238414869
57,4,1313.1612829732992,0.3017567349966055
57,5,1163.2329372545482,0.3213358398198159
57,6,1022.7081518234679,0.33833381359903186
57,7,933.8728192080346,0.3516791144211063
57,8,877.7248153912388,0.3513048078120981
57,9,775.1479407939102,0.4167787257333615
58,2,2242.3617577115283,0.2979023741878442
58,3,1865.5622529422965,0.27177217591985026
58,4,1592.9693366747533,0.2918437855747332
58,5,1441.1991070413112,0.3021408178882782
58,6,1332.585484312822,0.31211606771350775
58,7,1189.7731436770005,0.31435199455722024
58,8,1083.4550576585893,0.34588436932418554
58,9,1014.986390857262,0.345334127201742
59,2,2102.3486843036007,0.31370646514682127
59,3,1719.9112584758827,0.2906250382244276
59,4,1466.6230661655877,0.31976943953075965
59,5,1306.8227982323267,0.31062146936923235
59,6,1206.8774936376005,0.30516118506404233
59,7,1061.2425225495663,0.3505031501064915
59,8,965.6018486644874,0.36869672533211906
59,9,887.7018061641536,0.38172141335636006
60,2,2180.9976256034333,0.3097427314539778
60,3,1797.365358293075,0.284306080222389
60,4,1560.9086914088819,0.29868634952342776
60,5,1415.1530072262826,0.3005353132244279
60,6,1265.6453993263299,0.30774358641925964
60,7,1168.3275475155542,0.3380688873948206
60,8,1003.6324479509747,0.3803572818355169
60,9,929.2025948803741,0.38339828446176144
61,2,1780.7581218545888,0.3521767410617337
61,3,1412.4450474243422,0.3250718294848702
61,4,1187.0476213055288,0.3263110412875978
61,5,1036.2835068168908,0.34370180489717644
61,6,960.9766769822579,0.3482512581944786
61,7,883.1583288653765,0.34690752213945975
61,8,806.8839079643503,0.3743141555963672
61,9,735.920471689853,0.39710414156960006
62,2,1614.4201026258008,0.3597172112905025
62,3,1251.3281450284815,0.34022280815243483
62,4,1023.1021808546082,0.34894788956389045
62,5,878.6046881161751,0.3651281819183709
62,6,797.087574204034,0.3710470954622051
62,7,701.9176543591383,0.4026282976951167
62,8,644.2919129905779,0.40924614852286045
62,9,588.9606102498684,0.4437101484682928
63,2,1647.0271548855644,0.35721828301973635
63,3,1282.6793695520655,0.33607745627869384
63,4,1056.001044761339,0.34006647983742
63,5,911.0992881622899,0.3553808625135959
63,6,819.0761593201621,0.37288366304473175
63,7,744.8171442103574,0.3896146947808323
63,8,687.0813414123337,0.3887312265603991
63,9,629.9676855068265,0.43306791542545553
64,2,1970.4466269783866,0.32266566112100503
64,3,1582.4361725263757,0.29827918715546864
64,4,1335.5063144771416,0.3228269609112297
64,5,1181.969306917473,0.33581432065688976
64,6,1070.2310992940513,0.34647970122615845
64,7,949.214609880594,0.37198196915889964
64,8,832.217095333184,0.3930552973107936
64,9,770.7271254478176,0.43116701000733765
65,2,1829.6889155438937,0.3384510699249585
65,3,1462.5275336177504,0.3151853504098441
65,4,1214.0508020637296,0.3528745111815054
65,5,1055.1705002213669,0.35244469310861737
65,6,915.6000569776922,0.374717710349154
65,7,835.3578459106811,0.3992879337724247
65,8,766.6318481766717,0.42856514522198674
65,9,701.3940263826007,0.4206556349863508
66,2,1908.1550584517715,0.33094183535170707
66,3,1540.031104651356,0.3051343352623999
66,4,1313.8776531078865,0.3011876660605908
66,5,1122.7737255434517,0.33750612050223416
66,6,998.9314759545398,0.37574275495295356
66,7,857.206756504866,0.40302238418029324
66,8,775.148690773462,0.41319509250500713
66,9,716.0708100838585,0.434649888947303
67,2,1674.3985920310092,0.3677549413985853
67,3,1304.1954606003922,0.3513444343815178
67,4,1076.9837353319701,0.36514396059490933
67,5,925.8291599778404,0.38600448650035185
67,6,849.854319884179,0.3956498912102932
67,7,769.799112227284,0.40560571030130954
67,8,715.2605297939635,0.4136727605300064
67,9,638.3441294921114,0.4345541021542572
68,2,1707.2122320302642,0.36812921550446365
68,3,1335.6603224318687,0.3476934168821959
68,4,1109.835877053523,0.3579509548444935
68,5,962.2027795880276,0.3747630262471199
68,6,867.805996470318,0.3949835371582092
68,7,801.4903463007137,0.4208490231390898
68,8,739.1648214767528,0.4160514251011029
68,9,689.3937756279611,0.40953212563515334
69,2,2030.388793048367,0.3307172689882646
69,3,1641.1221245698598,0.30504225558393655
69,4,1389.3129363929559,0.3342459002859764
69,5,1232.8669990469637,0.3458134490865006
69,6,1099.3845357629116,0.3912334483945474
69,7,977.3427128322796,0.4040608426504562
69,8,878.7011835411386,0.4352866321479989
69,9,810.3640975959278,0.42445616881162407
70,2,1889.4403255166512,0.3474298885889239
70,3,1515.1868767685596,0.32649273829958353
70,4,1264.6503407488094,0.366377349994882
70,5,1107.4401958079409,0.38106908928174504
70,6,963.2689284195515,0.40327913278236044
70,7,891.1650123493423,0.40826710063882227
70,8,806.8399320032823,0.4545185796358872
70,9,745.7927911963734,0.45019846723730944
71,2,1968.0466166060023,0.34080456097489736
71,3,1593.2153143027933,0.3156118966855485
71,4,1356.5070669732613,0.34115543944035914
71,5,1191.4122863561433,0.3597851094165479
71,6,1045.8747448042297,0.3810728779059169
71,7,956.1808732998486,0.41014537050711336
71,8,824.5624347101946,0.4380328679603184
71,9,779.5173511466917,0.43613494279790216
72,2,1539.7821992071144,0.37596454854993133
72,3,1173.9354450087371,0.36559134576226876
72,4,945.8107298301979,0.38351462292965277
72,5,801.5461873519866,0.40484518698153843
72,6,708.1639840400051,0.42848045282534786
72,7,632.4956682947922,0.437724190240625
72,8,593.6826154033535,0.44563423804194086
72,9,533.6445152569631,0.4864198298939566
73,2,1863.2456386236706,0.3370458543046043
73,3,1475.4882092960952,0.3206425029058161
73,4,1226.9413152125599,0.3540850543427528
73,5,1071.1544358377973,0.36943394951417585
73,6,951.8176048616469,0.3765478242954667
73,7,790.8074881452229,0.44340434714868443
73,8,710.8056856881074,0.454218522049266
73,9,651.5639563395562,0.47436585324185276
74,2,1722.430470295773,0.3549819324075621
74,3,1353.7836090744222,0.3416775359754889
74,4,1102.745428934881,0.3875177702027172
74,5,945.0739216602916,0.40186969597723404
74,6,805.2449883084571,0.43082287920738693
74,7,720.5020246746092,0.4569478658226919
74,8,645.6482039255184,0.4855740709351811
74,9,603.1410509070163,0.5036176737984361
75,2,1800.8966132036508,0.34591431858882515
75,3,1431.3155256162806,0.32804718766322116
75,4,1203.5015415633313,0.33302325921045534
75,5,1015.0230142032523,0.3807043909199561
75,6,896.3987956860797,0.39643078159105805
75,7,751.6147146422554,0.4543298629140802
75,8,663.4111769129598,0.4722028438694645
75,9,600.9627835804752,0.48542234793009437
76,2,1895.786739388327,0.33526733780333134
76,3,1509.445253983879,0.31537700202432856
76,4,1288.7238480991714,0.34210960620085523
76,5,1126.5664839876122,0.3571996400193512
76,6,953.6483926368666,0.3850101828814811
76,7,824.1321028827069,0.43361819608533014
76,8,753.7849449343915,0.43575049447384473
76,9,688.4625673626417,0.449419598480954
77,2,1755.0510121252094,0.35136821347566766
77,3,1385.1434894100523,0.3344410292944511
77,4,1130.926774948785,0.381039315542776
77,5,977.8416064370474,0.39390321868006617
77,6,832.0742474841117,0.42073187597201633
77,7,749.9110640832843,0.44776871333340834
77,8,680.0406455095756,0.4512463200282716
77,9,630.1241064710787,0.47368191355001565
78,2,1833.5171550330845,0.3448346075470808
78,3,1462.6667501398642,0.32601013029494463
78,4,1226.0678809069627,0.35412423767314805
78,5,1098.2969405109104,0.3609347358833929
78,6,918.5704109024468,0.3929644004018436
78,7,777.9721867522844,0.44849712759181176
78,8,697.1170343534156,0.4596496395266218
78,9,643.2274053394473,0.4749271127032278
79,2,2078.5299071584395,0.32006065436301834
79,3,1679.9117822539265,0.3047478386249824
79,4,1437.2227192055852,0.32585493662208637
79,5,1251.2797667430787,0.3606535588313208
79,6,1113.017167958997,0.3782224685047566
79,7,987.218258668611,0.4178316593829781
79,8,889.7702686090344,0.4465614919202045
79,9,807.9601648409217,0.45614461135919976
80,2,2156.9278051850342,0.3115388091414247
80,3,1770.8021448811169,0.28574840618980946
80,4,1515.6111305103173,0.31102321468049776
80,5,1344.1887667963015,0.34011578976368334
80,6,1210.8949359616147,0.34763546619956626
80,7,1084.669722662357,0.3852702992831448
80,8,950.0013799417736,0.4164850019302509
80,9,873.788318038361,0.42801144686085857
81,2,2016.1654261217434,0.32593610324589856
81,3,1658.3495228905867,0.3050575391073386
81,4,1391.3874690070597,0.3406505626035038
81,5,1236.6563872995846,0.3619993231181803
81,6,1043.9410034503333,0.39572231683757986
81,7,928.2210028937571,0.4366429347591424
81,8,841.0645962898878,0.45839304839120754
81,9,742.8506510707216,0.48186953614406486
82,2,2028.9034149830145,0.31643053051678466
82,3,1650.3320696711717,0.2907344271571151
82,4,1458.0578585556912,0.25209757692467755
