,Age,Residents,Province,Interests,Shower,WashingMachine,DishWasher,EcoMode,WaterRecycling,GeneralRecycling,Meat,Gasoline,Pet,Garden,Estimation,AnnualWaterFootprint,DiaryWaterFootprint,AnnualCost,DiaryCost,AnnualDirectWaterFootprint,DiaryDirectWaterFootprint,DirectAnnualCost,DirectDiaryCost
598,Entre 18 y 35 años,2,Segovia,Ahorrar agua,Más de 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,A veces,1 vez al día,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,3251691,8908.74,6210730,17015.7,15541.32,42.58,29683.92,81.33
599,Mayor de 65 años,3,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,3203686,8777.22,6119040,16764.49,43195.66,118.34,82503.71,226.04
600,Menor de 18 años,3,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez al día,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,3204416,8779.22,6120434,16768.31,43195.66,118.34,82503.71,226.04
601,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,1 vez al día,Siempre,No,Siempre,1 vez a la semana,No uso coche,Entre 50 y 100 €,0,Entre 10€ y 40 €,2412528,6609.67,4607928,12624.46,287.99,0.79,550.05,1.51
602,Mayor de 65 años,2,Madrid,Conocer mi huella hídrica,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2600892,7125.73,4967704,13610.15,37207.99,101.94,71067.25,194.7
603,Entre 36 y 65 años,3,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,Si,A veces,1 vez al día,Más de 200 km,Menos de 50 €,0,Más de 40 €,3267807,8952.89,6241511,17100.03,148633.33,407.21,283889.67,777.78
604,Entre 18 y 35 años,3,Madrid,Ayudar al ecosistema,Entre 11 y 15 minutos,Más de 5,Friego a mano,No sabía que existía ese modo,No,A veces,1 vez cada 3 días,Más de 200 km,No tengo mascota,0,Entre 10€ y 40 €,2848020,7802.79,5439718,14903.34,188500.0,516.44,360035.0,986.4
605,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,Entre 50 y 100 €,100,Entre 10€ y 40 €,2700862,7399.62,5158646,14133.28,137307.99,376.19,262258.25,718.52
606,Mayor de 65 años,4,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez al día,Menos de 100 km,No tengo mascota,0,Más de 40 €,3228692,8845.73,6166802,16895.35,37207.99,101.94,71067.25,194.7
607,Entre 18 y 35 años,2,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,2396150,6564.8,4576647,12538.76,612.99,1.68,1170.8,3.21
608,Entre 36 y 65 años,3,Segovia,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Más de 40 €,2675986,7331.47,5111133,14003.1,143295.66,392.59,273694.71,749.85
609,Entre 18 y 35 años,3,Madrid,Ahorrar dinero,Entre 11 y 15 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,Nunca!,1 vez al día,No uso coche,No tengo mascota,100,Más de 40 €,3312050,9074.11,6326016,17331.55,149500.0,409.59,285545.0,782.32
610,Entre 36 y 65 años,2,Segovia,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,22,Ni idea!,2582557,7075.5,4932683,13514.2,19470.66,53.34,37188.96,101.89
611,Entre 18 y 35 años,6,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Más de 5,1 vez al día,A veces,No,Siempre,1 vez al día,Más de 200 km,Menos de 50 €,20,Ni idea!,3164569,8670.05,6044327,16559.8,45275.66,124.04,86476.51,236.92
612,Entre 36 y 65 años,5,Madrid,Ahorrar dinero,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,A veces,No,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,300,Más de 40 €,2639501,7231.51,5041446,13812.18,29350.66,80.41,56059.76,153.59
613,Entre 18 y 35 años,6,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Más de 5,1 vez al día,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Más de 200 km,Entre 50 y 100 €,12,Entre 10€ y 40 €,2704138,7408.6,5164903,14150.42,45275.66,124.04,86476.51,236.92
614,Entre 18 y 35 años,5,Pontevedra,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,No sabía que existía ese modo,No,Nunca!,1 vez a la semana,No uso coche,No tengo mascota,0,Ni idea!,2586058,7085.09,4939371,13532.52,172358.33,472.21,329204.42,901.93
615,Entre 36 y 65 años,2,Segovia,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,40,Entre 10€ y 40 €,2588652,7092.2,4944326,13546.1,25458.33,69.75,48625.42,133.22
616,Entre 36 y 65 años,4,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,Siempre,Si,A veces,1 vez al día,Menos de 100 km,No tengo mascota,0,Más de 40 €,3351787,9182.98,6401913,17539.49,161032.99,441.19,307573.0,842.67
617,Entre 18 y 35 años,3,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,Más de 200 km,No tengo mascota,0,Entre 10€ y 40 €,3329461,9121.81,6359270,17422.66,42870.66,117.45,81882.96,224.34
618,Entre 18 y 35 años,3,Sevilla,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,No,A veces,1 vez cada 3 días,No uso coche,No tengo mascota,0,Ni idea!,2676716,7333.47,5112527,14006.92,143295.66,392.59,273694.71,749.85
619,Entre 36 y 65 años,3,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez cada 3 días,Menos de 100 km,Más de 100 €,0,Ni idea!,2793067,7652.24,5334758,14615.78,14132.99,38.72,26994.0,73.96
620,Entre 36 y 65 años,3,Asturias,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez a la semana,Menos de 100 km,Menos de 50 €,30,Entre 10€ y 40 €,2289075,6271.44,4372134,11978.45,13807.99,37.83,26373.25,72.26
621,Entre 36 y 65 años,2,Segovia,Ahorrar dinero,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2576032,7057.62,4920221,13480.06,13807.99,37.83,26373.25,72.26
622,Entre 18 y 35 años,3,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,A veces,1 vez cada 3 días,100 - 200 km,Menos de 50 €,0,Ni idea!,2467122,6759.24,4712202,12910.14,25458.33,69.75,48625.42,133.22
623,Entre 36 y 65 años,3,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,No uso coche,Menos de 50 €,25,Más de 40 €,2526456,6921.8,4825532,13220.63,161032.99,441.19,307573.0,842.67
624,Entre 18 y 35 años,3,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,A veces,Si,A veces,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3357450,9198.49,6412729,17569.12,166695.66,456.7,318388.71,872.3
625,Entre 18 y 35 años,4,Málaga,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,10,Menos de 10 €,2670058,7315.23,5099811,13972.08,137307.99,376.19,262258.25,718.52
626,Entre 18 y 35 años,4,Segovia,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,No,A veces,1 vez al día,Más de 200 km,No tengo mascota,0,Ni idea!,3430616,9398.95,6552476,17951.99,143295.66,392.59,273694.71,749.85
627,Entre 36 y 65 años,4,Zaragoza,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,A veces,No,Siempre,1 vez al día,100 - 200 km,No tengo mascota,0,Ni idea!,3265826,8947.47,6237727,17089.66,29675.66,81.3,56680.51,155.29
628,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Friego a mano,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2705195,7411.49,5166922,14155.95,142970.66,391.7,273073.96,748.15
629,Entre 36 y 65 años,2,Segovia,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Nunca!,1 vez al día,Más de 200 km,Menos de 50 €,80,Ni idea!,3134921,8588.83,5987700,16404.66,13807.99,37.83,26373.25,72.26
630,Entre 36 y 65 años,4,Murcia,Ayudar al ecosistema,Entre 5 y 10 minutos,Más de 5,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Más de 40 €,2662213,7293.73,5084827,13931.03,53132.99,145.57,101484.0,278.04
631,Entre 36 y 65 años,1,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez a la semana,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,2501708,6853.99,4778262,13091.13,13807.99,37.83,26373.25,72.26
632,Mayor de 65 años,4,Jaén,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez a la semana,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2426373,6647.6,4634372,12696.91,14132.99,38.72,26994.0,73.96
633,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2576032,7057.62,4920221,13480.06,13807.99,37.83,26373.25,72.26
634,Entre 36 y 65 años,2,Asturias,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,Siempre,No,Siempre,1 vez al día,No uso coche,No tengo mascota,0,Ni idea!,3321523,9100.06,6344109,17381.12,161032.99,441.19,307573.0,842.67
635,Entre 36 y 65 años,2,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez a la semana,No uso coche,Entre 50 y 100 €,0,Entre 10€ y 40 €,2426373,6647.6,4634372,12696.91,14132.99,38.72,26994.0,73.96
636,Entre 18 y 35 años,7,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Más de 5,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2500245,6849.99,4775467,13083.47,58470.66,160.19,111678.96,305.97
637,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2669268,7313.06,5098302,13967.95,137307.99,376.19,262258.25,718.52
638,Entre 36 y 65 años,4,Madrid,Ahorrar dinero,Entre 11 y 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,2646425,7250.48,5054671,13848.41,38074.65,104.31,72722.59,199.24
639,Entre 36 y 65 años,3,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2581695,7073.14,4931037,13509.69,19470.66,53.34,37188.96,101.89
640,Mayor de 65 años,2,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2551431,6990.22,4873233,13351.32,19470.66,53.34,37188.96,101.89
641,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Ni idea!,2575886,7057.22,4919942,13479.29,43195.66,118.34,82503.71,226.04
642,Entre 36 y 65 años,5,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,10,Más de 40 €,2605885,7139.41,4977240,13636.27,42870.66,117.45,81882.96,224.34
643,Entre 36 y 65 años,4,Zaragoza,Ahorrar agua,Entre 5 y 10 minutos,Más de 5,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2585823,7084.45,4938922,13531.29,53132.99,145.57,101484.0,278.04
644,Entre 18 y 35 años,3,Madrid,Ahorrar dinero,Entre 11 y 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Ni idea!,2576427,7058.71,4920976,13482.13,43737.33,119.83,83538.29,228.87
645,Entre 36 y 65 años,6,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Más de 5,1 vez al día,Siempre,Buena idea! Voy a probarlo!,A veces,1 vez al día,100 - 200 km,No tengo mascota,5,Entre 10€ y 40 €,3276523,8976.78,6258159,17145.64,39612.99,108.53,75660.8,207.29
646,Entre 18 y 35 años,4,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez al día,No uso coche,No tengo mascota,0,Ni idea!,3184503,8724.67,6082401,16664.11,24012.99,65.79,45864.8,125.66
647,Entre 36 y 65 años,2,A Coruña,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,100 - 200 km,Menos de 50 €,500,Entre 10€ y 40 €,2457741,6733.54,4694286,12861.06,13807.99,37.83,26373.25,72.26
648,Entre 36 y 65 años,4,Barcelona,Ayudar al ecosistema,Entre 5 y 10 minutos,Más de 5,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2616087,7167.36,4996726,13689.66,53132.99,145.57,101484.0,278.04
649,Entre 18 y 35 años,4,Barcelona,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Ni idea!,2552486,6993.11,4875248,13356.84,19795.66,54.23,37809.71,103.59
650,Entre 36 y 65 años,4,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,2438733,6681.46,4657980,12761.59,43195.66,118.34,82503.71,226.04
651,Entre 36 y 65 años,3,Madrid,Conocer mi huella hídrica,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3239287,8874.76,6187039,16950.79,48533.33,132.97,92698.67,253.97
652,Entre 36 y 65 años,2,A Coruña,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez a la semana,Menos de 100 km,Menos de 50 €,1000,Entre 10€ y 40 €,2294165,6285.38,4381856,12005.08,13807.99,37.83,26373.25,72.26
653,Entre 36 y 65 años,4,Zaragoza,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,70,Entre 10€ y 40 €,2600907,7125.77,4967732,13610.23,37532.99,102.83,71688.0,196.41
654,Entre 36 y 65 años,5,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Más de 5,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez a la semana,Más de 200 km,Menos de 50 €,3,Ni idea!,2429737,6656.81,4640798,12714.51,58795.66,161.08,112299.71,307.67
655,Entre 36 y 65 años,3,Las Palmas,Conocer mi huella hídrica,Entre 11 y 15 minutos,Menos de 3 veces,Friego a mano,A veces,No,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3334591,9135.87,6369069,17449.51,143837.33,394.07,274729.29,752.68
656,Entre 18 y 35 años,4,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,A veces,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2592630,7103.09,4951923,13566.91,29675.66,81.3,56680.51,155.29
657,Entre 18 y 35 años,3,Murcia,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,A veces,Si,A veces,1 vez cada 3 días,Menos de 100 km,Entre 50 y 100 €,100,Más de 40 €,2730250,7480.14,5214777,14287.06,166695.66,456.7,318388.71,872.3
658,Entre 36 y 65 años,4,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez a la semana,100 - 200 km,No tengo mascota,120,Más de 40 €,2525828,6920.08,4824331,13217.35,37207.99,101.94,71067.25,194.7
659,Mayor de 65 años,1,Valladolid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,A veces,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2682378,7348.98,5123343,14036.56,148958.33,408.11,284510.42,779.48
660,Entre 18 y 35 años,3,Asturias,Ahorrar agua,Más de 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,35,Entre 10€ y 40 €,2417681,6623.78,4617771,12651.43,21203.99,58.09,40499.63,110.96
661,Entre 18 y 35 años,5,A Coruña,Ahorrar dinero,Entre 11 y 15 minutos,Más de 5,1 vez al día,Siempre,No,A veces,1 vez a la semana,Más de 200 km,Menos de 50 €,1500,Ni idea!,2420808,6632.35,4623743,12667.79,40154.65,110.01,76695.39,210.12
662,Entre 18 y 35 años,2,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,2745253,7521.24,5243433,14365.57,137632.99,377.08,262879.0,720.22
663,Entre 36 y 65 años,3,Cádiz,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,Siempre,No,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2443117,6693.47,4666353,12784.53,612.99,1.68,1170.8,3.21
664,Entre 36 y 65 años,4,Asturias,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,1 vez al día,Siempre,No,Siempre,1 vez a la semana,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,2488188,6816.95,4752439,13020.38,287.99,0.79,550.05,1.51
665,Entre 18 y 35 años,8,Madrid,Ayudar al ecosistema,Entre 11 y 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez a la semana,No uso coche,No tengo mascota,0,Ni idea!,2426185,6647.08,4634013,12695.93,14674.65,40.2,28028.59,76.79
666,Entre 36 y 65 años,3,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2705520,7412.38,5167543,14157.65,143295.66,392.59,273694.71,749.85
667,Entre 36 y 65 años,2,Barcelona,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,No uso coche,Más de 100 €,0,Más de 40 €,2791136,7646.95,5331069,14605.67,43195.66,118.34,82503.71,226.04
668,Entre 18 y 35 años,4,La Rioja,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,Si,A veces,1 vez cada 3 días,Menos de 100 km,Entre 50 y 100 €,0,Ni idea!,2611812,7155.65,4988562,13667.29,48858.33,133.86,93319.42,255.67
669,Entre 18 y 35 años,2,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2583480,7078.03,4934446,13519.03,19795.66,54.23,37809.71,103.59
670,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2600162,7123.73,4966309,13606.33,37207.99,101.94,71067.25,194.7
671,Entre 36 y 65 años,2,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,A veces,Si,Siempre,1 vez a la semana,Menos de 100 km,Entre 50 y 100 €,0,Ni idea!,2608470,7146.49,4982177,13649.8,166695.66,456.7,318388.71,872.3
672,Mayor de 65 años,4,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2552486,6993.11,4875248,13356.84,19795.66,54.23,37809.71,103.59
673,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez a la semana,Menos de 100 km,Entre 50 y 100 €,0,Entre 10€ y 40 €,2461245,6743.14,4700977,12879.39,19470.66,53.34,37188.96,101.89
674,Menor de 18 años,4,Murcia,Ahorrar agua,Entre 5 y 10 minutos,Más de 5,Friego a mano,No sabía que existía ese modo,No,A veces,1 vez al día,Menos de 100 km,No tengo mascota,100,Entre 10€ y 40 €,3380042,9260.39,6455881,17687.34,187958.33,514.95,359000.42,983.56
675,Entre 36 y 65 años,5,Madrid,Ahorrar dinero,Menos de 5 minutos,Más de 5,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Más de 40 €,2615762,7166.47,4996105,13687.96,52807.99,144.68,100863.25,276.34
676,Entre 36 y 65 años,4,Asturias,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2600162,7123.73,4966309,13606.33,37207.99,101.94,71067.25,194.7
677,Entre 36 y 65 años,2,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3204887,8780.51,6121334,16770.78,14132.99,38.72,26994.0,73.96
678,Entre 36 y 65 años,2,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,No uso coche,Menos de 50 €,0,Entre 10€ y 40 €,2402806,6583.03,4589360,12573.59,37532.99,102.83,71688.0,196.41
